,Document,Topic,Name,Top_n_words,Probability,Representative_document
22,rt : los libros de rafael santandreu me recuerdan al vapeo para dejar de fumar. ambos te prometen la mxima solucin a tus pro,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.943674839,FALSE
28,"rt : los cigarros electrnicos o vapeadores resultan dainos para la salud, ocasionando enfermedades en muy poco tiempo de",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
29,aseguran mdicos que prohibir vapeadores quita opciones para dejar de fumar #regulacinnoprohibicin,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
34,rt : los ciudadanos que vapeamos solo exigimos algo #regulacinnoprohibicin el negar el #vapeo es cerrar la puerta a mas fumador,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.913229315,FALSE
40,"vapear no es fumar. no hay combustin, ni alquitrn, ni los componentes txicas que lleva el tabaco. lo nico que comparten a veces es la nicotina, as que ponerte un parche nicorette tambin es fumar o comerte un tomate (que tambin lleva nicotina) a ver si estudiamos.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
41,"rt : actualizacin cochrane muestra que existe ""certeza alta"" sobre la mayor eficacia de #vapeo para dejar de fumar comparad",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.891434499,FALSE
49,trabajo en el sector farmacutico y el ser humano es el animal ms adicto que hay quizs el occidental blanco con formacin fumar menos tabaco quemado (pero ya est el vapeo q es cool) pero el resto de poblacin cada vez ms adicta a l nicotina por la va q sea y espera a,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
50,"se la habis liado cojonuda a todos los medios que se han echo eco, la prohibicin de refiere exclusivamente a los dispositivos de tabaco calentado. los vapeadores no usan tabaco.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
51,"rt : voy a decir algo que no s si cierto, pero los vapeadores son ms dainos que el tabaco y por eso los vamos a seguir prohibi",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
54,atencin! vapear eventualmente lleva a fumar. el tabaquismo es la primera causa prevenible de enfermedad y muerte a nivel mundial. #vapeartedaa #vapearesfumar #djaloya,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.871625639,FALSE
57,"#vapear tienen muchos menos txicos dainos en comparacin con el fumado, dice jacob george, de la universidad de dundee. lea:",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
58,rt : dejando de fumar o vapear es un viaje tambin. empieza tu viaje para dejar de fumar o vapear ahora y sigue avanzando .,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.831704658,FALSE
59,"una buena medida sera hacer como en reino unido y otros pases europeos y promover el vapeo como forma de abandonar el tabaco, en vez de demonizarlo por las presiones de las farmacuticas.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
60,"deberamos revisar cmo esto nos puede daar, satanzamos el cigarrillo por sus supuestos daos y ste aparentemente muestra consecuencias en menor tiempo pero no hablamos nada, yo tambin vapeo, y el ""de vez en cuando"" no te salva de que te de alguna enfermedad",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
63,desmontamos algunos de los mitos del #vapeo: son ms sanos los cigarrillos elctricos que los tradicionales ? ayudan a dejar de fumar ? #salud #tabaco #adicciones,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.909013015,TRUE
65,xq a los cigarros no los sacan del mercado? yaq son igual o mas danios q los vapeadores yaq en el cigarro aspiras mas de mil particulas proveniente de la combustion del mismo y de las cuales se indentificaron potencialmente danias; pero enfin solo don dinero cuenta para ud,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.979450773,FALSE
66,"rt : ojo al dato: un cigarrillo tiene aprox mg de nicotina; los vapeadores llegan a tener hasta mg, es decir, el eq",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
71,"rt : nos contaba que llevaba aos fumando, pero desde que empez a #vapear su vida ha mejorado considerablem",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.771441504,FALSE
73,"humos letales, miniserie anim que de la mano del artista manga yitansan, da forma a la campaa para prevenir el consumo de tabaco y vapeadores en las y los adolescentes. a continuacin el primer captulo ya disponible #fumarmata",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.834578527,FALSE
76,"iniciamos segunda etapa de la campaa ""jaque al vape"" te gusta vapear? estudios han demostrado que el consumo y uso de cigarrillos electrnicos puede causar lesin pulmonar. #djaloya #denncialoya #vapeartedaa #elvapeteacortalavida",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.779126227,FALSE
80,"es una pena que la juventud actual se jacte de ""poder fumar"" (o vapear)... es un riesgo muy alto",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
81,"rt : ""117 razones para dejar de vapear cigarrillos electrnicos. la nicotina inhalada es tan adictiva que la mitad de los fuma",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
83,tengo una amiga que trabaja en una empresa muy famosa de tabaco y venden vapeadores y crame que ellos si saben que eso es una mierda!,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
86,hay vapeadores con sabor a bebida energtica.,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
90,"buenos das para todos! - no olviden comer fruta - coman verduras en su almuerzo - protector solar todos los das (7 am, am y pm) - eviten fumar y/o vapear, no es el ahora, es el futuro",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
92,rt : cigarrillos electrnicos / vapeadores son seguros? se recomiendan para dejar de fumar? son adictivos? abro hilo,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
96,"rt : #tabacoenjvenes | la encuesta, tambin, revela que ha disminuido el consumo de cigarrillos electrnicos o vapeadores. est",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
103,"rt : vapeas por qu crees que es mejor que fumar? los #vapeadores contienen nicotina que se asocia con ansiedad, sntomas depresi",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
104,"que es peor, fumar o vapear?",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
106,"rt : los #vapeadores fueron creados bajo el falso discurso de que seran tiles para dejar el uso del tabaco; no obstante, tienen",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.908341976,FALSE
107,"los #vapeadores pueden llegar a contener altos niveles de nicotina, sustancia que genera adiccin al producto. puedes denunciar la venta en",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
113,rt : no engaarse. detrs de la industria del vapeo est la misma industria tabacalera q es duea de empresas q producen est,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
114,"ahora mismo, por mucho que te jorobe, el vapeo es la mejor arma para abandonar el tabaco, y s, hay una considerable reduccin de daos, todava no saben cuantos componentes cancergenos contiene el tabaco, en el vapeo no hay ninguno",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
119,"el consumo de cigarros, uso de vapeadores y productos emergentes de tabaco, son altamente adictivos y ocasionan graves daos a la salud. consulta las#alertassanitarias que emite cofepris sobre estos productos. #cofepristeprotege.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.984693503,FALSE
122,"vapear nunca va a verse tan cool como fumar cigarrillo. es ms, vapear es lo menos cool que uno puede hacer. vapear nunca va a verse tan cool como fumar cigarrillo. es ms, vapear es lo menos cool que uno puede hacer. vapear nunca va a verse tan cool como fumar cigarrillo. es m",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.93666148,TRUE
126,y si lleva ya un poco de humo del vapeo del rubius te lo cobran a .,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
131,"tu puedes creer de lo dems lo que te d la gana ..y respirar el vapeo de los dems, es tu vida.. tmb puedes platicar con tus amigas de vapeos hechos en casa, con sabor a fresa no toxica pero aqu estamos hablando de estudios reales.. no de acotacin de creencias por fe..",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
132,"rt : con la prohibicin al tabaco y los vapeadores comenzar un nuevo negocio, los crteles del tabaco. este gobierno solo sabe",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
135,"a partir de hoy est prohibido en todo mxico fumar y vapear en espacios pblicos, centros deportivos y comercios, incluyendo terrazas al aire libre.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.87660068,FALSE
136,"rt : ustedes creen que los vapeadores son igual, menos o ms nocivos que los cigarrillos tradicionales? deberan estos",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
137,"prohban los putos vapeadores, el tabaco qu?!?!?!",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.909521644,FALSE
143,"rt : este gobierno prohbe fumar o vapear y te multa, se te cae una refaccin de lavadora al metro y vas presa. pero sin pe",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
144,"rt : vapeadores y tabaco, causan cncer, por eso el gobierno del pueblo, toma medidas para protejer la salud del pueblo.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.772939292,FALSE
145,rt : la ley antitabaco en mxico ha establecido que ya no ser posible fumar o vapear en los conciertos; en caso de hacer,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.959030562,FALSE
147,"literal, hoy me ofrecieron esos vapeadores y tenan latas de cerveza pero cuando les dije que no bebo ni fumo me vieron raro pero me lo dejaron pasar",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.822187158,FALSE
148,rt : ley antitabaco ley de sellos en alimentos op. de carga en el aeropuerto vapeadores y cigarros electrnicos nacimientos en,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
149,"rt : cada vez es mayor la poblacin joven que est usando vapeadores, que muchas veces ""administran ms nicotina que los cigarrill",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
151,"rt : sin sustento cientifico anexan vapeadores a productos de tabaco, quitan uno de los metodos mas efectivos par",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
153,"rt : el gobierno declar la prohibicin total contra cigarros y vapeo, para cuidar la salud, dice. pero quema carbn y comb",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
154,rt : por qu el #vapeo es una buena alternativa para dejar el #tabaco? no tiene los cancergenos que contiene el tabaco,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.850802994,TRUE
156,"pinche coraje...pero pues mxico! pero si pueden meter a la crcel a alguien por fumar o vapear, o por dejar caer unas aspas a las vas del metro, pero no por atentar contra la vida de una persona o matarla!! cero justicia en este pas",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
165,"rt : acabo de ver el tiktok de una muchacha que supuestamente lleva aos fumando con vapeadores y est tratando de dejarlo, per",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
166,"no me he podido volver a dormir y me puse a pensar en que qu tal que el popper se volviera una adiccion como toda normal como vapear , que hasta en el gym venden vapos , y todo el mundo fuma , muy charro , re ordinario",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.874508002,FALSE
167,"no se recupera plena capacidad fsica pero vapeadores mucho menos dainos y contaminantes que cigarillos, y usarlos vapeando sin aspirar vapor del lquido beneficia mucho ms obvio es ideal nada de cigarrillos o alternativas",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.954901872,FALSE
168,"nuevas disposiciones para la venta, exhibicin y consumo de productos de tabaco y vapeo #sintabaco #elvapeteacortalavida #airelimpiosinvapeo",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
170,"he empezado a vapear uso sin nicotina aunque estoy pensando si cambiarme porque me gusta el sabor y me calma la ansiedad soy yo, una bola de ansiedad",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
173,"rt : vapear es de patos, los reales fuman mota",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
174,"rt : mmmm..pero que nos dice la inteligencia artificial sobre el tabaco y el vapeo, algunas respuestas intersantes, a ver",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.958339828,FALSE
175,rt : el de agosto dej de fumar y me pas a vapear. el de enero dej de vapear y llevo semanas sin nicotina en mi c,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.984017332,FALSE
176,a no ser que vapear cuente cmo fumar en cuyo caso,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
178,"demonizas al vapeo por que dices que no hay estudios a largo plazo, he ledo sobre este mdicamente y no hay datos tampoco, es muy parecido a la nicotina, eficacia despus de meses muy poca, pero le das la bienvenida. cunto os habrn dado?",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
179,"romi avsame de los cigarros (vapeadores) si aun tienes su precio y donde paso por el, gracias",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
197,"vapear es mejor que fumar? no si detectas un punto de venta de #vapes, denncialo, juntos podemos evitar que los jvenes y adolescentes pongan en riesgo su salud ms informacin: #djaloya #denncialoya #elvapeteacortalavida #vapeartedaa",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.81185856,FALSE
199,"""el vapeo me ayud hace aos a dejar el asqueroso tabaco y no quiero entrar a un estanco ni a por sellos"", comenta nuestro usuario celestino en la recogida de firmas.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.918708659,FALSE
205,"algo parecido a los vapeadores pero no es vapeador, no usa lquidos, usa pequeos cartuchos de tabaco, no quema el tabaco, solamente lo calienta.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.984199423,FALSE
206,"rt : por primera vez, un estudio revel que el vapeo provoca un dao en el adn similar a los cigarrillos tradicionales https",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
208,"rt : interesante artculo de jorge hill - ""vapear y fumar no es igual"". lanlo completo aqu:",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
211,"rt : el vapeo, al igual que fumar cigarrillos, causa daos a la salud a largo plazo. as lo confirm un estudio realizado por",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
213,"no fumo por salud, pero los fumadores de tabaco me parecen atractivos, la marihuana tiene un olor que me desagrada y los vapeadores me parecen algo esnob.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
221,rt : #salud | estudio seala que vapear cbd puede provocar mayor dao pulmonar que vapear nicotina ampla la informacin aqu:,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.752042873,FALSE
225,ah se nota la hipocresa y sper falsedad de los mierdillas de phillip morris en su sizque campaa contra el tabaquismo. ya se dieron cuenta que su mamada de vapear nunca va a funcionar y regresan a su vicio de mrd,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
233,rt : nos envia nuestro amigo el dr. jse manuel mier este artculo sobre el vapeo como un mtodo para dejar de fuma,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
238,el vapeo puede mejorar la calidad de vida de los usuarios al reducir los efectos negativos del tabaco convencional.,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1,FALSE
2,"jajajajajajaja dos consejos: .- cuando te paguen por campaas pendejas, asegrate que lo vas a tuitear tenga fundamento cientfico. .- cuando quieras atacar al vapeo, lee por lo menos dos ensayos clnicos que se contrapongan en los resultados y de ah partes para tu argumento",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.829591996,FALSE
21,rt : otra vez ests pacheco. ya bjale al vapeo...,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.804607168,FALSE
23,necesito vapear ya no me queda,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,1,FALSE
37,"jjajajja, ntp lo hago de chill no me drogo, tan solo quisiera vapear, pero algn da lo hare.",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.970419379,FALSE
45,"rubius diciendo que va a dejar de vapear, hasta no ver no creer xddd",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.695303331,FALSE
48,vena escuchando en el metro una conversacin sobre vapeadores de altura. menuda industria. a m de niato no se me hubiese ocurrido fliparme con el vapeo. nunca he tenido madera de guay.,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.645102341,FALSE
52,en mi opinin vapear no debera estar permitido en ningn espacio cerrado.,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.695303331,FALSE
56,"rt : nunca va a dejar de impresionarme ese fenmeno de vapear en clase. pues, por qu, por qu pensaras que vapear en clase e",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.713409976,TRUE
64,para los que piensan que vapear es una moda,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.763406109,FALSE
74,soy yo o vapear ya da ladilla,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,1,FALSE
78,"rt : si tienen la oportunidad de vapear, desaprovchenla.",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.833707401,FALSE
89,"mitos del vapeo, es importante contar con informacin cientfica y contrastada.",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.554066716,FALSE
93,"pero los vapeadores dicen...es una campaa, bla,bla, aunque les demuestres cientficamente, no lo dejaran...asi son algunos humanos",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.598482916,FALSE
97,"hoy fue mi ltima ciruga de implanto!!! no saben lo feliz que soy, me merezco una chela y vapear toda la noche. #marmotasvie #implantolover",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.842410381,FALSE
100,rt : pero... que esta pasando en mexico sobre el vapeo ?,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.514412346,FALSE
102,tengo conocidos con vapeadores? no les ha pasado que luego de varias caladas se marean?,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.554963908,FALSE
105,"rt : hoy se suma otra mentira ms, la tesis de una de las ministras en contra del vapeo tambin la vamos a acus",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.616167423,FALSE
109,"me duele el pecho, ser de vapear?? llegar el fin del hombre araa??",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.798385609,FALSE
110,no vapeo desde el ao pasado,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.6445118,FALSE
111,rt : aaa pero tena q abrir el osicote diciendo q en enero iba a dejar de vapear,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.631306081,FALSE
115,"rt : cual ser sus indicaciones cada horas, que debe vapear, que debe caminar por l",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.832771354,FALSE
