,Document,Topic,Name,Top_n_words,Probability,Representative_document
21,rt : good morning vapers vape hackamericancherry have a good day http,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
22,classic ample build space lets you build your deadrabbit solo #rda coil with ease - #vapesourcing #vape #vapelife #vapecommunity #gift #freeshipping #newarrivals #newvape #vapor #vaping #vapefam #atomizer,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
24,cool vapors smoothe your throatsosoul airvape mesh coil puffs #sosoul #vape #vapefam #ecig #s600 #goodvibes,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.825715313,FALSE
29,"stuck in the office on a rainy day with vaporesso luxe qs, but still in a good mood! only use vape in permitted areas. - not for u.s. market #vape #vaporesso #vapeon #vapelife #vapecommunity #vaping #luxe #office #rainy #good #mood",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
31,bmor venus disposable vape device - pk warning: these products contain nicotine. no sales to under yrs old. #vapecommunity #vaping #vapeporn #vapeon #vapefam #vapers #vapor #cannabis #smoke #cbd #vapetricks #vapejakarta #vaperazzi,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
32,new ijoy giveaway now live! - enter now for a chance to win of ijoy neptune ii pod kits - #ecigclick #ijoy #ijoyneptune2 #vaping #vapegiveaway #vapefam #vape #vapelyfe #giveaway,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
34,"trying to quit cigarettes or just looking for your favorite vape juice? come check out our selection of juices, mods &amp; tanks, coils, cbd, &amp; glassware. now open in bryant, arkansas! limited time % discount storewide! #vape #vapeshop #vapelife #vapefam #quitsmoking #cbd",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
36,g bar glass cup size size: *39*39mm mesh coil type c charging mah cobalt battery ml premium flavors puff saltnic: % #niimoovape welcome to enquiry #vapelife #vape #vapers #vapenation,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
37,star review from r.: great juice #vapereviews #vaping101 #happycustomer #vapefam #vapecommunity #vapelyfe,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
41,need to meet a trick-vaper stat,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
43,fresh all day long #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 only for adults(21+).,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
49,rt : poll for us adult vapers on e-cig availability part i: since have you had experienced difficulty finding your pref,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.724908974,FALSE
50,rt : which one do you want to stay with you tonight? #uwell #uwelltech ##cravat #vapedaily #vapetime #vapefam #vapelove #uw,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
51,uno k disposable vape pod - pc warning: these products contain nicotine. no sales to under yrs old. #vapestore #vapepics #vapesociety #vapes #vapeindonesia #vaporizer #ecig #vapefamily #vapemurah #vapeworld #vape #vapelife,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
52,"happi live resin + d8 + thc-p + thc-o disposable vape strawberry smiles ml is usd (30% off) smartcooldeals,com/vapes #vapelife #vapers",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
62,#talkaboutvaping #dothevapetalk #youvebeenplayed #harmreduction #harmreductionworks #harmreductionsaveslives #vapelife #vape #vapefam #vaep,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
64,as a vaper nimeambiwa ninyamaze hio story ya gmo whole time i was gonna ask if them shits come in mixed berry flavor,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.727401865,FALSE
67,warning + usual vapers morning #tits #on #couch,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
68,"a patented coke can ecig, with a unique sense of opening coke ceremony, would you choose it?a patented coke can, with a unique sense of opening coke ceremony, would you choose it?warning: product is for adults only. #vape #vapelife #vapenation #vapeporn #vapeon #vapefam",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
75,disposable vape factory more than flavors for you to choose from. #vape #vapes #vapepen #vapedisposable #disposablevape #vapepod #podmod #vapingcommunity #vapejuice #smoke #smoking #disposablepod #vapedisposable #odm #oem #vapeshop #vapewholesale #vapefactory #factory,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
81,a smooth rich custard is blended with some sweet fresh banana for a classic flavour! try the sweetness of banana custard today! #moreishasflawless #moreishpuff #premiumvape #vapelover #banana #vapephotography #vapetricks #vapeaholic #cheapeliquid #vapelife,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
85,top quality grade aa dmt vape now available in bulk and small. #vapes #vapelife #vapecommunity #dmt,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
87,rt : hqd super pro puff #hqd#vape #vapelife #ecig #ecigarette #hqdvape #disposablevape #vapedevice #vapecommunity #vapef,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
90,the smok nord is a great refillable pod kit. ideal for any mtl vaper the nord offers a mah battery and watts of power all in a compact package. to watch the full video click here #vape #vaping #vapekit,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
94,rt : which one do you want to focus on? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
96,"as the chinese new year is getting closer, followed by the long holiday in china, customers are rushing to prepare and ship goods #factorydirect #joycig # #china #chinamanufacturer #chinanewyear #vapecommunity #vapelife #ecigarette #wholesale #holidayseason #brandecig #asvape",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.678652323,FALSE
99,cloudspotting again in wakkerstroom. saw this unusual grey cloud at ossewakop #cloudsporn #cloudchaser #dekotzenhof #skies #skyphotography #wakkerstroom_southafrica de kotzenhof guest house. wakkerstroom,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
102,rt : mech monday [by baeversork] #vapers #vape,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
105,"nuevo stand la mejor seleccin de vapers desechables la encontrars en el stand de vapers desechables, con bateras intercambiables, todos los sabores que puedas imaginar: mango , coco , fresa , cola... ven a probarlos a",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.843461215,FALSE
108,"can i vape in japan? in japan it is illegal to sell nicotine-containing e-cigarettes as they are categorised as medicinal products, and as of yet none have been approved in this manner. however, japanese vapers can import up to one month's supply of nicotine-containing e-",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
109,leading the flow of the technologies and bringing the true flavor of your e-juice. product: vaporesso luxe xr only use vape in permitted areas. - not for u.s. market #vape #vaporesso #vapeon #vapelife #vapecommunity #vaping #lead #flow #tech #technology #true #flavor #ejuice,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
110,harmful &amp; dangerous | youtube forces label on vape content creators | regwatch *guest: - #vapefam,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.925816399,FALSE
112,necesito la imagen del aficionado del vaper de croacia #cro #qatar2022,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
114,steam crave hadron pro + ragnar [by sedelfias31] #vapers #vapeporn,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
116,#heropuff the only way to prepare for your day! #heropuff#vaping#vape#vapelife#vapenation#vapecommunity#vapefam#vapeon#vapers#vapeporn#vapor#vapestagram#vaper#vapedaily#vapelyfe#instavape#vapetricks#eliquid#vapeshop#ejuice#vapelove#vapepics#ecig#vapestore,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
122,hqd vape hbar puffs my whatsapp or wechat :+86 #hqdvape##poland #polishgirl #polishboy #vapegirl #vapenation #vaper #vapeshop #vapecommunity #vapelife #vapedaily #vapeon #vapelove #vaping #handcheck #vapefam #likeforlikes #followforfollowback #vapuj_to #selfie,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
124,get your vaping buds into experiencing these suck it salts to try some fairly potent stuff at mg nicotine strength. #disposablevape #vape #vapeuk #vaping #vapinguk #fruitflavours #vapefam #vapelife #vapepen #instavape #vapestagram #vapecommunity,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
126,rt : good morning vapers hiliq web store,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
132,some #cola flavour for the sunday day hope every one is fine and wish you a wonderful day fam. #ating #atingvape #daniela_ltd #atingbar #lifestyle #vapelifestyle #cloudchaser #dampfen #vapelife #pod #podsystem #enjoy #satisfy #disposable #recycle #vapestick #dampfstick,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.955400822,FALSE
133,"had my first day at work today, as the store manager of value vaper (extension of vapo). pretty fun, great learning and, unfortunately, super quiet. if anyones keen to come check out my store, location is east tamaki road and im there from -8pm too sat",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
134,centaurus m200 kits are here!! only #vaping101 #vape #vapelife #vapenation #vapefam #vapecommunity #vapeporn #vapelyfe #vapeon #lostvape #m200,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
137,#wholesale #distributor #trending #eliquid #vaporwave #vapor #vapelife #supplies #jammonster #usa #best #offers #vaping #vapespecial #vapecommunity #vapejuice #onlinestore #vaporeon #choreboy #scrubbers #vapear,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
138,which one would you choose for your night? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3 only for adults(21+).,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
141,rt : want to see you bathing in the red rain #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
142,factory directly wholesale. tel/whatsapp: +86 #disposablevape #vapedisposable #vapeworld #vapelyfe #vapecommunity #vape #vapelife #vapeshop #vapeindonesia #vapenation,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.923229845,FALSE
143,hqd cuvie box disposable vape device - pk warning: these products contain nicotine. no sales to under yrs old. #vapecommunity #vapeon #vapefam #vapelyfe #vapestagram #vapedaily #vapetricks #vaper #vapers #vapelove #vapeshop #vapepics,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,TRUE
145,"the perfect gift for any vaper introducing our new gift voucher - we think it's the perfect gift for the person in your life with picky preferences, or for someone you want to give a gentle nudge to to help them make the switch. check it out here",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.860268932,FALSE
148,rt : which color would you get? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3 o,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
149,always amazing colour #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
153,"live your life well, what should come is on the way #tita x aio #veepon #titaxaio #vp60 #titaxrba #vapelife #vape #vapegear #vapeculture #pod #svapo #vapefashion #vapejapan #vaporwaves #vapevietnam #vapelove #vapeboy #vaperussia #ukvape #vapefamily #vapestore #vapefam",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
154,rt : make it a tenet night #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburn #caliburntenet only,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
155,we offer i vg premium e liquid ml shortfill mg mg vape juice sweet menthol at affordable prices. shop now #ukvaporwaves #vapeuk #vapor #vaping #vapers #eliquid #eliquiduk #vapejuice #vape,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
157,try captain fog alpha - puffs - ml . . . #vape #vapedisposables #vapepic #vapeshop #eliquid #vapenation #ejuice #vapelife #vapedaily #instavape #vapefam #vapor #vapepics #vapelyfe #vapelikeaboss #midwestgoods #wholesaleeliquid #ecig,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
161,wow! first disposable to feature a dual mesh coil and rock up to a massive puff count. product link #disposablevape #vapelife #vapecommunity,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
165,linda reynolds the steam cleaner michaelia cash the afp avoider anne ruston and the newstart druggies jane hume and the insiders trainwreck hollie hughes the vaper bridget mckenzie the disappointed sussan ley the sports rorter you have nothing #auspol,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
166,so good i had to share! check out all the items i'm loving on #poshmark #fashion #style #shopmycloset #challenger #notations #cloudchaser:,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
167,"love the vaper wave aesthetic, great job otori",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
169,capevape here going live again with that dope content. kick up them feet grab some popcorn and join in on the chat. #streamer #vaper #vapingstreamer #tag #theauthenticgamers,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
170,onetime offer - off relx classic pod tropical fruit | mango &amp; relx classic pod mellow melody | honeydew check out our special offer quickly before it's gone #jucevape #relxinfinity #relxpod #vapeshop #infinitypods #vape #vapelife #vapecommunity,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
171,rt : a little magic goes a long way #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm onl,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
174,"if you see this tweet, do it too! pronouns: ella height: la ltima vez q me med shoe size: zodiac sign: aries smoke: vaper,, casi nunca tattoo: piercings: en las orejas fav color: ns, morado quizs fav drink: el agua ms de limn",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.800920811,FALSE
179,"being portable to hold and light to carry, this pacha mama disposable vape device looks as easy to look as it is to use by starter, casual and experienced vapers alike. #clearance #disposablevape #vape #vapeuk #vaping #vapinguk #fruitflavours #vapefam #vapelife #vapepen",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
181,rt : choose one? #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+).,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
191,hello ! its a new year &amp; new vibez! what vape flavors are you ready to try this year? : watermelon ice #newyear #fantasia #vape #vapelover #letsvape #flavors,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.861028053,FALSE
194,rt : which one do you want to choose? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburn #caliburnte,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
195,chillax % disposable vape - boxes warning: these products contain nicotine. no sales to under yrs old. #vapehooligans #vapesociety #vapefamily #vapefriends #vapor #instavape #eliquid #ejuice #ecig #vapestore #vapes #vaporizer,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
201,get nitecore i2 intelligent aa aaa authentic vape battery charger online at reasonable prices. #ukvaporwaves #ejuice #vape #eliquid #vapelife #vapecommunity #vapenation #vaping #vapefam #vapeporn #vapers #vapeshop,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
203,rt : amazing blue! #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+),0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
205,hqd vape -nita puffs whatsapp or wechat +86 #hqdvape##poland #polishgirl #polishboy #vapegirl #vapenation #vaper #vapeshop #vapecommunity #vapelife #vapedaily #vapeon #vapelove #vaping #handcheck #vapefam #likeforlikes,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
206,"rt : vapers choice awards , organized by my vape review, is inviting you to cast your votes and d",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.678569152,FALSE
207,rt : pick pick #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+). ht,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
210,take a look at the whole colors of #voopoodoric20sekit~ built-in mah battery ml pod capacity colors .. stay tuned: &gt; #voopoo #doric20sepod #doric20sekit #voopoodoric20se #vapewholesale #vape #vapelife #vapenation #vapecommunity,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
214,rt : cast ur vote vapers choice awards by my vape review st #iphone nd th apple airpod,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.723572476,FALSE
215,rt : vapers' favorite award best disposable vape best mod pod e-juice best online vape store best influencers on you,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.808019208,FALSE
216,rt : it's actually darth vaper now. #fakevaderfacts,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.977901364,FALSE
217,"pronouns: she/her height: (funsize) shoe size: zodiac sign: libra smoke: vaper tattoos: and counting piercing: tonge, nipple, lip, nose, ears fav colour: pink fav drink: iced white choclate mocha #nsfw #nsfwcontent #nsfw #nsfwtextposts #onlyfans",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.853769004,FALSE
218,star review from neil morgan: pink lemonade #vapereviews #vaping101 #happycustomer #vapefam #vapecommunity #vapelyfe,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
219,happy monday! manufacturer of disposable vape products in price very goodfree sample are available! #2023 #jammyvaping #vaping #vapegod #vaper #photography #vape4you for more details:,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,1,FALSE
221,"wow! the new crown m pod mod promises to cater to mtl, dtl and rdl vapers with different coil combinations, vw and airflow adjustment. interesting! our has more here #uwell #crownm #vape #ecigclick",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vaping - vapedaily - disposable - vapenation - vapelove - vapers,0.900710096,FALSE
