state,country
New South Wales,AUS
Veracruz,MEX
NA,CUB
Washington,USA
Nebraska,USA
NA,MLT
NA,THA
Oregon,USA
Scotland,GBR
Scotland,GBR
Scotland,GBR
Scotland,GBR
Western Australia,AUS
Scotland,GBR
NA,RUS
NA,RUS
Michigan,USA
Texas,USA
NA,JPN
Nairobi Area,KEN
Beijing,CHN
Valencia,ESP
Nebraska,USA
New Jersey,USA
Nairobi Area,KEN
New York,USA
New Jersey,USA
Caquetá,COL
New Jersey,USA
Kansas,USA
Beijing,CHN
Queensland,AUS
Queensland,AUS
Queensland,AUS
Queensland,AUS
Queensland,AUS
NA,VIR
Western Australia,AUS
Illinois,USA
Oregon,USA
Oregon,USA
NA,CAN
NA,GBR
Kansas,USA
Alabama,USA
Massachusetts,USA
New York,USA
New York,USA
New York,USA
New York,USA
New South Wales,AUS
West Virginia,USA
South Dakota,USA
Kansas,USA
Nairobi Area,KEN
Murang'A,KEN
Nakhichevan,AZE
Nairobi Area,KEN
Narok,KEN
Nairobi Area,KEN
Victoria,AUS
New York,USA
Victoria,AUS
Saskatchewan,CAN
Andalusia,ESP
Kentucky,USA
Bangkok,THA
Madrid,ESP
Arkansas,USA
Louisiana,USA
Kansas,USA
New Jersey,USA
New York,USA
NA,NA
New York,USA
NA,CAN
Kansas,USA
NA,GRC
New York,USA
New York,USA
Washington,USA
New York,USA
Maine,USA
Vermont,USA
New York,USA
British Columbia,CAN
England,GBR
New York,USA
Campeche,MEX
Alabama,USA
Alabama,USA
NA,GBR
Maryland,USA
Nairobi Area,KEN
Nairobi Area,KEN
New York,USA
New York,USA
NA,RUS
Wyoming,USA
South Australia,AUS
NA,SGP
NA,SGP
New York,USA
NA,AUS
NA,PRK
New York,USA
Western Australia,AUS
Algiers,DZA
Nairobi Area,KEN
NA,UKR
NA,GBR
NA,CAN
NA,NLD
Pennsylvania,USA
New York,USA
NA,GBR
England,GBR
NA,AUS
New South Wales,AUS
Saint Peter,MSR
New York,USA
NA,THA
Quebec,CAN
Gauteng,ZAF
New York,USA
Gauteng,ZAF
NA,NOR
NA,NA
Texas,USA
Kyiv City,UKR
New Jersey,USA
Alabama,USA
Minnesota,USA
Minnesota,USA
Southland,NZL
Auckland,NZL
Yamagata,JPN
Nairobi Area,KEN
Quebec,CAN
Victoria,AUS
New York,USA
New York,USA
Maharashtra,IND
Tamil Nadu,IND
NA,CAN
Gauteng,ZAF
Massachusetts,USA
NA,GBR
NA,PRT
NA,CAN
Washington,USA
Western Cape,ZAF
Maryland,USA
New South Wales,AUS
New South Wales,AUS
NA,AUS
New York,USA
NA,VIR
New York,USA
New South Wales,AUS
NA,BRA
Rhode Island,USA
Antioquia,COL
Antioquia,COL
Illinois,USA
New South Wales,AUS
New South Wales,AUS
Wyoming,USA
Taiwan,TWN
Taiwan,TWN
Alabama,USA
Texas,USA
Kansas,USA
New York,USA
Saskatchewan,CAN
North Holland,NLD
England,GBR
Ohio,USA
Leinster,IRL
England,GBR
Rio de Janeiro,BRA
Wales,GBR
Ammochostos,CYP
Victoria,AUS
New York,USA
New York,USA
Bavaria,DEU
Bavaria,DEU
Bavaria,DEU
Bavaria,DEU
Hesse,DEU
Texas,USA
NA,GBR
Michigan,USA
Massachusetts,USA
England,GBR
Ontario,CAN
NA,CAN
New York,USA
NA,CUB
Nevada,USA
New Jersey,USA
NA,ECU
Oregon,USA
New Mexico,USA
New Mexico,USA
Oregon,USA
Victoria,AUS
NA,GBR
Nairobi Area,KEN
Wyoming,USA
Arizona,USA
Illinois,USA
Missouri,USA
West Virginia,USA
Wales,GBR
New Hampshire,USA
NA,ISR
New South Wales,AUS
NA,LSO
NA,JPN
NA,JPN
Nairobi Area,KEN
Maryland,USA
NA,GBR
England,GBR
Alberta,CAN
England,GBR
California,USA
North Carolina,USA
Assam,IND
Iowa,USA
NA,NA
Nevada,USA
Nairobi Area,KEN
Pennsylvania,USA
Pennsylvania,USA
Ontario,CAN
NA,MEX
Iowa,USA
Guanacaste,CRI
México,MEX
England,GBR
NA,ITA
NA,BRA
NA,VEN
North Carolina,USA
Vermont,USA
Upper West,GHA
Minnesota,USA
Minnesota,USA
Nairobi Area,KEN
NA,CHE
Minnesota,USA
South Carolina,USA
South Australia,AUS
Oregon,USA
KwaZulu-Natal,ZAF
Otago,NZL
New South Wales,AUS
California,USA
Minnesota,USA
Nairobi Area,KEN
Nairobi Area,KEN
Eastern Cape,ZAF
Oklahoma,USA
England,GBR
Iowa,USA
New York,USA
NA,ECU
New York,USA
NA,KEN
NA,GBR
NA,VIR
Virginia,USA
New York,USA
England,GBR
Louisiana,USA
NA,IDN
Scotland,GBR
NA,GBR
New York,USA
Illinois,USA
Illinois,USA
Michigan,USA
New York,USA
England,GBR
NA,FRA
Nairobi Area,KEN
Uttar Pradesh,IND
Uttar Pradesh,IND
England,GBR
Louisiana,USA
NA,GBR
NA,NA
NA,GBR
New Jersey,USA
New York,USA
Minnesota,USA
NA,VIR
South Carolina,USA
Maryland,USA
Maryland,USA
NA,GBR
Sicily,ITA
New York,USA
New Jersey,USA
Connecticut,USA
Chon Buri,THA
Queensland,AUS
NA,VEN
North Carolina,USA
Assam,IND
New York,USA
California,USA
New York,USA
New York,USA
Scotland,GBR
Pennsylvania,USA
Muğla,TUR
California,USA
Gauteng,ZAF
Gauteng,ZAF
Gauteng,ZAF
Gauteng,ZAF
Auckland,NZL
NA,FRA
New Mexico,USA
New Mexico,USA
Victoria,AUS
Victoria,AUS
Alaska,USA
New South Wales,AUS
NA,AUS
Metro Manila,PHL
Louisiana,USA
KwaZulu-Natal,ZAF
Nairobi Area,KEN
Queensland,AUS
South Australia,AUS
New Hampshire,USA
New York,USA
NA,NGA
NA,GBR
Minnesota,USA
Minnesota,USA
NA,KEN
Wisconsin,USA
Iowa,USA
Colorado,USA
Yamagata,JPN
Pennsylvania,USA
New South Wales,AUS
New South Wales,AUS
Vilnius County,LTU
Valle del Cauca,COL
NA,JPN
Santiago Metropolitan,CHL
Connecticut,USA
NA,FRA
NA,IRQ
New South Wales,AUS
New South Wales,AUS
Grand Bassa,LBR
NA,MEX
Piedmont,ITA
Connecticut,USA
Connecticut,USA
California,USA
Nairobi Area,KEN
New York,USA
Connecticut,USA
Victoria,AUS
NA,AUS
Atlántico,COL
Connecticut,USA
Nairobi Area,KEN
Latium,ITA
California,USA
Eastern Cape,ZAF
Massachusetts,USA
NA,TWN
NA,TWN
Oklahoma,USA
Nairobi Area,KEN
Louisiana,USA
Texas,USA
Oklahoma,USA
Mississippi,USA
NA,USA
Gisborne,NZL
England,GBR
Massachusetts,USA
New York,USA
Connecticut,USA
Michigan,USA
Connecticut,USA
Tennessee,USA
British Columbia,CAN
Sardinia,ITA
NA,ESP
New York,USA
Georgia,USA
Missouri,USA
Arizona,USA
New South Wales,AUS
NA,THA
Texas,USA
New Jersey,USA
Connecticut,USA
Louisiana,USA
British Columbia,CAN
Tennessee,USA
Nairobi Area,KEN
Indiana,USA
Puebla,MEX
NA,ITA
Lviv,UKR
Michigan,USA
England,GBR
Lagos,NGA
NA,VEN
NA,VEN
Île-de-France,FRA
New York,USA
NA,NGA
Nebraska,USA
Victoria,AUS
Victoria,AUS
Connecticut,USA
Pays de la Loire,FRA
England,GBR
Victoria,AUS
NA,GBR
Illinois,USA
NA,VIR
Louisiana,USA
Texas,USA
Texas,USA
Gauteng,ZAF
Lagos,NGA
Louisiana,USA
New York,USA
Tennessee,USA
New Mexico,USA
Texas,USA
Tennessee,USA
South Australia,AUS
NA,GBR
Harare,ZWE
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Santa Fe Province,ARG
California,USA
Texas,USA
Texas,USA
NA,EGY
NA,GBR
NA,GBR
New York,USA
Manicaland,ZWE
Nairobi Area,KEN
Nairobi Area,KEN
NA,NA
NA,CAN
NA,NA
Ontario,CAN
Ontario,CAN
Puebla,MEX
Nairobi Area,KEN
Victoria,AUS
Michigan,USA
Queensland,AUS
Nairobi Area,KEN
Nairobi Area,KEN
Nevada,USA
Nairobi Area,KEN
Nairobi Area,KEN
Tochigi,JPN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Florida,USA
Nairobi Area,KEN
Hawaii,USA
NA,DEU
Harare,ZWE
England,GBR
England,GBR
England,GBR
England,GBR
Texas,USA
NA,NA
Louisiana,USA
NA,URY
British Columbia,CAN
California,USA
Western Australia,AUS
Western Australia,AUS
Nairobi Area,KEN
Maharashtra,IND
Nairobi Area,KEN
NA,PRI
Missouri,USA
Tennessee,USA
Indiana,USA
Northern Ireland,GBR
California,USA
Beijing,CHN
Texas,USA
Texas,USA
NA,GBR
Kentucky,USA
Louisiana,USA
Montana,USA
Wisconsin,USA
Arizona,USA
Victoria,AUS
South Dakota,USA
Queensland,AUS
Jalisco,MEX
England,GBR
NA,JPN
New South Wales,AUS
North Holland,NLD
Canary Islands,ESP
NA,GBR
North Carolina,USA
NA,AUS
Madre de Dios,PER
England,GBR
England,GBR
NA,NPL
Beijing,CHN
Arizona,USA
NA,GBR
Hawaii,USA
Gauteng,ZAF
Texas,USA
NA,MEX
Hawaii,USA
British Columbia,CAN
Ontario,CAN
Nairobi Area,KEN
New York,USA
New York,USA
South Carolina,USA
Maryland,USA
Gauteng,ZAF
Balearic Islands,ESP
South Australia,AUS
Balearic Islands,ESP
New South Wales,AUS
NA,DEU
Gauteng,ZAF
Balearic Islands,ESP
England,GBR
Gauteng,ZAF
Gauteng,ZAF
Balearic Islands,ESP
Kentucky,USA
NA,ZAF
Orange Free State,ZAF
Gauteng,ZAF
Île-de-France,FRA
Ohio,USA
Maryland,USA
Gauteng,ZAF
Pennsylvania,USA
Pennsylvania,USA
Pennsylvania,USA
Nairobi Area,KEN
Nairobi Area,KEN
Florida,USA
NA,JPN
Wisconsin,USA
Nairobi Area,KEN
Michigan,USA
Michigan,USA
NA,CAN
New South Wales,AUS
NA,ZAF
NA,NA
Gauteng,ZAF
Victoria,AUS
Gauteng,ZAF
NA,DEU
NA,AUS
NA,CAN
NA,CAN
Gauteng,ZAF
Ontario,CAN
Ontario,CAN
Gauteng,ZAF
Nairobi Area,KEN
Minnesota,USA
Orange Free State,ZAF
Indiana,USA
Gauteng,ZAF
Rhode Island,USA
Ontario,CAN
NA,ETH
NA,NA
Aden,YEM
Baden-Württemberg,DEU
Nairobi Area,KEN
Maryland,USA
Minnesota,USA
NA,CAN
Scotland,GBR
NA,NAM
New York,USA
KwaZulu-Natal,ZAF
Nevada,USA
Abidjan,CIV
NA,CIV
Aquitaine-Limousin-Poitou-Charentes,FRA
Abidjan,CIV
Abidjan,CIV
Abidjan,CIV
California,USA
California,USA
NA,ESP
California,USA
Montana,USA
NA,GBR
Montana,USA
South Carolina,USA
Texas,USA
Çanakkale Province,TUR
Arkansas,USA
England,GBR
Pennsylvania,USA
Wales,GBR
Harare,ZWE
Texas,USA
Arizona,USA
Arizona,USA
NA,ESH
California,USA
Vichada,COL
NA,AUS
NA,VIR
Nevada,USA
Tennessee,USA
Indiana,USA
NA,CHL
England,GBR
NA,THA
Gauteng,ZAF
NA,GBR
Massachusetts,USA
Maryland,USA
NA,VIR
Connecticut,USA
Colorado,USA
England,GBR
British Columbia,CAN
South Australia,AUS
Wyoming,USA
Louisiana,USA
British Columbia,CAN
NA,CAN
NA,GEO
NA,MLT
NA,MEX
NA,ZAF
Nevada,USA
New York,USA
NA,GBR
NA,GBR
NA,GBR
NA,AUS
Queensland,AUS
NA,AUS
Chiapas,MEX
New York,USA
Nairobi Area,KEN
NA,NGA
Oklahoma,USA
Texas,USA
Ontario,CAN
Dubai,ARE
England,GBR
Massachusetts,USA
England,GBR
Lombardy,ITA
Illinois,USA
Minnesota,USA
NA,ESP
New York,USA
NA,NGA
Republic of Crimea,UKR
Florida,USA
NA,MEX
NA,NGA
NA,NGA
Nairobi Area,KEN
Latium,ITA
Lagos,NGA
Gauteng,ZAF
New York,USA
Punjab,PAK
Tokyo,JPN
New York,USA
Minnesota,USA
NA,CAN
Caquetá,COL
Ohio,USA
Connecticut,USA
New Jersey,USA
NA,JPN
Kentucky,USA
New Jersey,USA
Pennsylvania,USA
NA,DEU
NA,CAN
West Virginia,USA
NA,GBR
Maryland,USA
Louisiana,USA
NA,KEN
Nebraska,USA
NA,EGY
NA,NA
Massachusetts,USA
Geneva,CHE
Illinois,USA
New South Wales,AUS
Gauteng,ZAF
Leinster,IRL
Attica,GRC
Nairobi Area,KEN
NA,GEO
NA,GBR
Florida,USA
NA,THA
Maryland,USA
Rhode Island,USA
Harare,ZWE
Hawaii,USA
NA,NA
Atlántico,COL
Atlántico,COL
NA,VIR
Illinois,USA
Ohio,USA
NA,DEU
Pennsylvania,USA
Alaska,USA
NA,MAR
"Washington, D.C.",USA
North Holland,NLD
Victoria,AUS
New South Wales,AUS
Kisumu,KEN
New South Wales,AUS
NA,AUS
New South Wales,AUS
Oregon,USA
Virginia,USA
NA,FRA
North Holland,NLD
NA,FRA
Pahang,MYS
Texas,USA
NA,GBR
Michigan,USA
Tombouctou,MLI
Gauteng,ZAF
NA,GBR
NA,VNM
Dubai,ARE
NA,JEY
Indiana,USA
New South Wales,AUS
New South Wales,AUS
Massachusetts,USA
New York,USA
Victoria,AUS
NA,AUS
New South Wales,AUS
Florida,USA
NA,VIR
Pennsylvania,USA
Ontario,CAN
Victoria,AUS
Santa Fe Province,ARG
Missouri,USA
NA,CAN
New York,USA
NA,GBR
Chihuahua,MEX
Minnesota,USA
NA,DEU
Wyoming,USA
NA,GBR
Bungoma,KEN
Nuevo León,MEX
New York,USA
NA,UKR
England,GBR
Minnesota,USA
Nairobi Area,KEN
New South Wales,AUS
Ohio,USA
Puebla,MEX
New South Wales,AUS
Victoria,AUS
NA,NA
Nairobi Area,KEN
NA,GBR
NA,GBR
Nuevo León,MEX
New York,USA
Minnesota,USA
New South Wales,AUS
New South Wales,AUS
Gauteng,ZAF
New South Wales,AUS
Abuja Federal Capital Territory,NGA
Ontario,CAN
NA,DEU
Upper West,GHA
New York,USA
Oregon,USA
Oregon,USA
Ilocos,PHL
NA,URY
California,USA
New Mexico,USA
Canary Islands,ESP
Maryland,USA
Bangkok,THA
New York,USA
Central and Western,HKG
NA,AUS
New South Wales,AUS
Mississippi,USA
Scotland,GBR
Scotland,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
NA,GBR
NA,MKD
NA,VIR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Atlántico,COL
Gauteng,ZAF
NA,ZAF
Bay of Plenty Region,NZL
England,GBR
Central and Western,HKG
England,GBR
Mississippi,USA
New York,USA
Virginia,USA
Alabama,USA
South Carolina,USA
NA,NA
NA,PER
NA,CHL
Atlántico,COL
NA,BRA
NA,PER
NA,BRA
Maine,USA
Sicily,ITA
California,USA
California,USA
Gauteng,ZAF
Delaware,USA
Victoria,AUS
Sơn La,VNM
Michigan,USA
Kakamega,KEN
Washington,USA
Kerala,IND
Nuevo León,MEX
Victoria,AUS
Punjab,PAK
Connaught,IRL
NA,CAN
Shanghai,CHN
Bangkok,THA
Illinois,USA
Michigan,USA
Illinois,USA
Puebla,MEX
Oregon,USA
England,GBR
Sancti Spíritus,CUB
Berlin,DEU
NA,KEN
Nairobi Area,KEN
Tasmania,AUS
NA,THA
Michigan,USA
Oregon,USA
Île-de-France,FRA
Nairobi Area,KEN
Nairobi Area,KEN
Auvergne-Rhône-Alpes,FRA
England,GBR
Central and Western,HKG
Western Cape,ZAF
Gauteng,ZAF
Nairobi Area,KEN
Massachusetts,USA
Massachusetts,USA
Nairobi Area,KEN
Nairobi Area,KEN
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
New York,USA
New York,USA
Gauteng,ZAF
NA,GBR
NA,GBR
Quebec,CAN
Victoria,AUS
Mississippi,USA
Mississippi,USA
NA,AUS
New York,USA
Connecticut,USA
Rhode Island,USA
NA,NZL
Missouri,USA
Gauteng,ZAF
NA,RUS
Moscow,RUS
Texas,USA
Sinaloa,MEX
Eastern,FJI
Florida,USA
Pennsylvania,USA
Massachusetts,USA
Michigan,USA
NA,CHE
Gauteng,ZAF
England,GBR
England,GBR
NA,UKR
Île-de-France,FRA
Scotland,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Khuzestan,IRN
Gauteng,ZAF
Veracruz,MEX
England,GBR
Illinois,USA
California,USA
NA,KEN
Nairobi Area,KEN
NA,NA
Michigan,USA
Michigan,USA
England,GBR
England,GBR
Gauteng,ZAF
Catalonia,ESP
NA,GBR
Gauteng,ZAF
Central and Western,HKG
Central and Western,HKG
Illinois,USA
Eastern Cape,ZAF
Minnesota,USA
Nairobi Area,KEN
NA,CAN
NA,DEU
Assam,IND
Assam,IND
Rangpur Division,BGD
NA,KEN
New York,USA
Wyoming,USA
NA,MLT
Mississippi,USA
Indiana,USA
NA,GBR
England,GBR
NA,GBR
NA,JAM
Florida,USA
Upper West,GHA
Western Australia,AUS
England,GBR
California,USA
California,USA
Alaska,USA
Gauteng,ZAF
Gauteng,ZAF
Vienna,AUT
Gauteng,ZAF
Victoria,AUS
Nairobi Area,KEN
NA,CHE
Central and Western,HKG
Massachusetts,USA
Florida,USA
Florida,USA
Oregon,USA
NA,DEU
NA,CRI
Texas,USA
NA,GBR
New York,USA
England,GBR
Texas,USA
Oregon,USA
Tennessee,USA
NA,VIR
New York,USA
Maharashtra,IND
NA,THA
NA,ESP
Texas,USA
Nairobi Area,KEN
Western Australia,AUS
Nairobi Area,KEN
Gauteng,ZAF
NA,AUS
England,GBR
Massachusetts,USA
Texas,USA
Missouri,USA
Missouri,USA
Lombardy,ITA
Michigan,USA
Connecticut,USA
New York,USA
Nova Scotia,CAN
NA,AUS
Victoria,AUS
Assam,IND
Assam,IND
Maryland,USA
Maryland,USA
NA,AUS
Colorado,USA
Utah,USA
California,USA
México,MEX
Nairobi Area,KEN
NA,GBR
NA,GBR
Choluteca,HND
England,GBR
Missouri,USA
Arkansas,USA
Gauteng,ZAF
Balearic Islands,ESP
Pennsylvania,USA
Pennsylvania,USA
Alberta,CAN
Minnesota,USA
Minnesota,USA
NA,KEN
Nairobi Area,KEN
NA,GNQ
Kirinyaga,KEN
NA,CYP
Victoria,AUS
England,GBR
Gauteng,ZAF
NA,MLT
NA,THA
New Hampshire,USA
Northern Ireland,GBR
Nairobi Area,KEN
Missouri,USA
England,GBR
Scotland,GBR
England,GBR
Hawaii,USA
Queensland,AUS
Alberta,CAN
NA,AUS
Texas,USA
Queensland,AUS
South Australia,AUS
NA,USA
Nairobi Area,KEN
England,GBR
NA,ZAF
Gauteng,ZAF
Nairobi Area,KEN
Madrid,ESP
Île-de-France,FRA
Florida,USA
NA,NGA
NA,CAN
Texas,USA
New Mexico,USA
South Holland,NLD
Indiana,USA
Oklahoma,USA
Oklahoma,USA
Missouri,USA
Texas,USA
Oklahoma,USA
North Holland,NLD
South Carolina,USA
Missouri,USA
Ontario,CAN
NA,DEU
Oklahoma,USA
North Holland,NLD
Gauteng,ZAF
NA,THA
Nairobi Area,KEN
Gauteng,ZAF
NA,STP
NA,ZAF
Nairobi Area,KEN
Hesse,DEU
Hesse,DEU
Gauteng,ZAF
Trnavský,SVK
NA,ZAF
NA,TUR
Ontario,CAN
Gauteng,ZAF
NA,THA
Kilimanjaro,TZA
Kisumu,KEN
Massachusetts,USA
Nairobi Area,KEN
Taranaki,NZL
NA,JAM
England,GBR
NA,THA
NA,KEN
Pennsylvania,USA
Rio de Janeiro,BRA
NA,JPN
Pennsylvania,USA
New Hampshire,USA
NA,USA
NA,ESP
Munster,IRL
Île-de-France,FRA
New Jersey,USA
Yunnan,CHN
Pennsylvania,USA
Île-de-France,FRA
Victoria,AUS
Oklahoma,USA
England,GBR
NA,ZWE
Queensland,AUS
Gauteng,ZAF
South Australia,AUS
Eastern Cape,ZAF
Nairobi Area,KEN
Gauteng,ZAF
Gauteng,ZAF
Gauteng,ZAF
Georgia,USA
NA,MLT
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Texas,USA
Missouri,USA
NA,UKR
Kansas,USA
New York,USA
New Mexico,USA
Colorado,USA
New Mexico,USA
Aisén,CHL
New York,USA
NA,CAN
Louisiana,USA
Nairobi Area,KEN
Missouri,USA
New York,USA
New South Wales,AUS
Minnesota,USA
Nairobi Area,KEN
Tennessee,USA
Tennessee,USA
NA,JPN
Gauteng,ZAF
KwaZulu-Natal,ZAF
New Jersey,USA
Nairobi Area,KEN
Auckland,NZL
Texas,USA
NA,GBR
Shanghai,CHN
West Virginia,USA
Bern,CHE
Sinoe,LBR
Quebec,CAN
NA,CAN
NA,NOR
Minnesota,USA
Chihuahua,MEX
Wyoming,USA
New York,USA
Central,BWA
England,GBR
Scotland,GBR
England,GBR
England,GBR
Assam,IND
Ontario,CAN
Washington,USA
Texas,USA
Victoria,AUS
Maine,USA
Victoria,AUS
North Holland,NLD
Illinois,USA
Colorado,USA
Western Australia,AUS
NA,ZWE
Metro Manila,PHL
New South Wales,AUS
North Holland,NLD
North Holland,NLD
New Jersey,USA
New York,USA
La Habana,CUB
NA,ZAF
NA,ZWE
Minnesota,USA
Wyoming,USA
North Holland,NLD
New Jersey,USA
North Holland,NLD
North Holland,NLD
NA,CAN
North Dakota,USA
Nairobi Area,KEN
NA,KEN
NA,CAN
Hawaii,USA
Missouri,USA
Texas,USA
Île-de-France,FRA
Assam,IND
Oklahoma,USA
England,GBR
Île-de-France,FRA
NA,VIR
Michigan,USA
Michigan,USA
NA,UKR
Victoria,AUS
Chiapas,MEX
NA,GBR
Chiapas,MEX
Nairobi Area,KEN
NA,CAN
NA,CAN
North Holland,NLD
New York,USA
NA,THA
New York,USA
Texas,USA
Texas,USA
NA,THA
NA,CAN
Texas,USA
Berlin,DEU
KwaZulu-Natal,ZAF
Eastern Cape,ZAF
Gauteng,ZAF
Gauteng,ZAF
Victoria,AUS
North Holland,NLD
Louisiana,USA
Ardabīl,IRN
North Holland,NLD
NA,GBR
Quebec,CAN
Dubai,ARE
Gauteng,ZAF
NA,GBR
NA,GEO
Ontario,CAN
NA,NA
NA,CAN
England,GBR
New York,USA
Gauteng,ZAF
Dubai,ARE
Missouri,USA
Ontario,CAN
Ontario,CAN
NA,GBR
California,USA
Nairobi Area,KEN
Victoria,AUS
NA,NA
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Bay of Plenty Region,NZL
South Dakota,USA
East Kazakhstan,KAZ
Scotland,GBR
NA,THA
South Dakota,USA
Massachusetts,USA
Sinaloa,MEX
NA,THA
North Carolina,USA
Republic of Crimea,UKR
Anzoátegui,VEN
Languedoc-Roussillon-Midi-Pyrénées,FRA
NA,KEN
Ontario,CAN
North Holland,NLD
Oklahoma,USA
Louisiana,USA
Wisconsin,USA
Tasmania,AUS
Mississippi,USA
Mississippi,USA
New York,USA
Yunnan,CHN
Manitoba,CAN
Queensland,AUS
Queensland,AUS
Victoria,AUS
Victoria,AUS
NA,VNM
Port Said,EGY
Alberta,CAN
Alberta,CAN
NA,GBR
Gauteng,ZAF
Wisconsin,USA
Wisconsin,USA
Nairobi Area,KEN
NA,CAN
Louisiana,USA
NA,CAN
Nairobi Area,KEN
North Holland,NLD
New Jersey,USA
Alaska,USA
Quebec,CAN
NA,NZL
Wellington,NZL
NA,THA
NA,EGY
NA,EGY
California,USA
NA,MEX
Atlántico,COL
Gauteng,ZAF
Eastern Cape,ZAF
Nairobi Area,KEN
Iowa,USA
Maryland,USA
Iowa,USA
Iowa,USA
Santa Fe Province,ARG
NA,ZMB
England,GBR
Oklahoma,USA
New York,USA
California,USA
North Carolina,USA
Gauteng,ZAF
Cayo,BLZ
Rhode Island,USA
Texas,USA
Ontario,CAN
Illinois,USA
Nairobi Area,KEN
Gauteng,ZAF
Wales,GBR
New South Wales,AUS
NA,VIR
Louisiana,USA
Louisiana,USA
Nairobi Area,KEN
Texas,USA
Texas,USA
Texas,USA
Texas,USA
NA,VUT
Arizona,USA
Minnesota,USA
NA,VIR
New Jersey,USA
New Jersey,USA
Kansas,USA
Missouri,USA
Kansas,USA
Kansas,USA
Louisiana,USA
Minnesota,USA
Nairobi Area,KEN
Bahia,BRA
Nairobi Area,KEN
NA,TUR
NA,SYR
Nairobi Area,KEN
Nairobi Area,KEN
NA,GBR
Texas,USA
Nairobi Area,KEN
Bahia,BRA
Maryland,USA
Nairobi Area,KEN
Nairobi Area,KEN
New South Wales,AUS
Minnesota,USA
Arizona,USA
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Gauteng,ZAF
England,GBR
Minnesota,USA
California,USA
California,USA
Minnesota,USA
Massachusetts,USA
Eastern Cape,ZAF
North Carolina,USA
England,GBR
North Carolina,USA
Caquetá,COL
Victoria,AUS
Victoria,AUS
Nairobi Area,KEN
Mississippi,USA
Missouri,USA
San Luis Potosí,MEX
Gauteng,ZAF
Nairobi Area,KEN
NA,CAN
NA,GBR
Gauteng,ZAF
NA,CAN
NA,KEN
Nairobi Area,KEN
Ohio,USA
Kansas,USA
Georgia,USA
Georgia,USA
NA,AUS
NA,NA
NA,DEU
Oklahoma,USA
New South Wales,AUS
Wyoming,USA
New South Wales,AUS
Wyoming,USA
Western Australia,AUS
Connecticut,USA
Nairobi Area,KEN
California,USA
Nairobi Area,KEN
New York,USA
NA,VEN
Bulawayo,ZWE
New York,USA
Louisiana,USA
Michigan,USA
NA,CAN
NA,NPL
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
England,GBR
Scotland,GBR
Scotland,GBR
England,GBR
England,GBR
England,GBR
Scotland,GBR
England,GBR
Texas,USA
Canterbury,NZL
NA,NZL
Canterbury,NZL
NA,NZL
Michigan,USA
England,GBR
Scotland,GBR
England,GBR
Maryland,USA
NA,JPN
NA,JPN
Florida,USA
Texas,USA
NA,CAN
New York,USA
Texas,USA
California,USA
Northern Territory,AUS
NA,PAN
Oklahoma,USA
Oregon,USA
Oyo,NGA
Louisiana,USA
Gauteng,ZAF
Gauteng,ZAF
Gauteng,ZAF
NA,ARE
Ash Shāriqah,ARE
New Jersey,USA
New York,USA
Colorado,USA
NA,DEU
NA,DEU
NA,DEU
Florida,USA
NA,GBR
Gauteng,ZAF
Ohio,USA
Ohio,USA
Oregon,USA
Oregon,USA
Nebraska,USA
Arizona,USA
NA,NA
NA,NA
Iowa,USA
Wisconsin,USA
Western Australia,AUS
Chiang Mai,THA
Chiang Mai,THA
Missouri,USA
Missouri,USA
Arkansas,USA
South Dakota,USA
Gauteng,ZAF
Missouri,USA
Missouri,USA
Nairobi Area,KEN
England,GBR
Scotland,GBR
England,GBR
Limpopo,ZAF
Gauteng,ZAF
Limpopo,ZAF
Gauteng,ZAF
Minnesota,USA
Lima region,PER
Nairobi Area,KEN
Iowa,USA
Nairobi Area,KEN
Kansas,USA
Gauteng,ZAF
Michigan,USA
Texas,USA
NA,CAN
NA,KEN
NA,BRA
Vermont,USA
NA,MDG
New South Wales,AUS
Victoria,AUS
New South Wales,AUS
British Columbia,CAN
Leinster,IRL
Santa Fe Province,ARG
Nairobi Area,KEN
Florida,USA
Nairobi Area,KEN
Nairobi Area,KEN
Dar es Salaam,TZA
Nairobi Area,KEN
NA,SWE
Nairobi Area,KEN
Aceh,IDN
NA,VIR
Nairobi Area,KEN
Camagüey,CUB
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
Nairobi Area,KEN
NA,RUS
Texas,USA
Texas,USA
Texas,USA
NA,IRL
Nairobi Area,KEN
New Hampshire,USA
Nairobi Area,KEN
Missouri,USA
Virginia,USA
Washington,USA
Nevada,USA
NA,GBR
Florida,USA
