,Document,Topic,Name,Top_n_words,Probability,Representative_document
29,fancy water pipes disposable update #annapolismd near mall #maryland #annapolis #parole near wawa #downtownannapolis near anne arundel medical center #pipes #pipe delta8 #oilrig #hookah #kratom #cbd #puffco #cigar #vapeshop tobacco shop #vaporizer #eliquid #disposable,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.6652160892768394,True
30,rt : #caliburnak3 meet this e-liquid injection guide that we hope will be helpful to you. #uwell #uwelltech #caliburna #vapedai,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8199753690882955,False
31,"#hqd looking for wholesales/agents all around the world direct sale from factory supreme quality flavor taste puffs, mesh coil /wechat+8618576639278 ( ) #vapewholesale #disposablevape #vapeusa #vape",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
32,"glass bowl with display box, #vapeshop #graffix #smokegraffix #glass #bong #puffco #puffcopeak #cannabis #cannabiscommunity #cannabisculture #weed #weedsociety",1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.7155918034488501,False
33,rt : which one do you want to focus on? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,False
34,rt : the best thing i can do is to show you products you like. #geekvp #geekvape #geekup #aegis #aegisl200 #aegism100 #aegi,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7210101677925521,False
35,like the speed,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7157113485694998,False
36,i'd love to take that one!,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
37,"rt : our brand new #vapeshop in brighton is opening on the th of december! pop in and meet with our expert colleagues, browse",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
38,rt : #caliburntenet which of caliburn's products would you most like to take with you when you travel to the future? to enter:,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7261242451597343,False
39,rt : i own a smokeshop in texas and cops are horrible harassing my customers. they wait across stopping them for any reas,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
40,hqd vape hbar puffs my whatsapp or wechat :+86 #hqdvape##poland #polishgirl #polishboy #vapegirl #vapenation #vaper #vapeshop #vapecommunity #vapelife #vapedaily #vapeon #vapelove #vaping #handcheck #vapefam #likeforlikes #followforfollowback #vapuj_to #selfie,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
41,the argus vape is one of the most durable mod setups! come check out these slick compact vape kits today at smoke spot! smoke spot west south jordan parkway #puffthis #puffpuff #vapestore,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
42,rt : awesome competition .,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7228624829106854,False
43,"(1/2)i think the rugged looking device is an outstanding new style for the new #caliburntenet plus i've missed the haptic feedback that's in the #caliburng2 and you're bringing it back again, how cool!? and the colours... just wow!",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.866787699428327,False
44,which one would you choose for your night? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3 only for adults(21+).,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,False
45,hzko meta max puffs whatsapp: +86 #disposablevape #vapeshop #vapejuice #vapestore #cbd #smokeshop #gasstationshop #electronicstore #vapedubai #vapeuk #vapevietnam,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
46,any color seems ideal for any moment,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8385653427795909,False
47,rt : want to see you bathing in the red rain #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
48,"cielo azul y nubes blancas, atardecer y atardecer. #weedcolombia #cannabiscultureaustralia #weedca #weedargentina #weednewzealand #vapeshop #legalizabrasil #weedaustralia #cannabiscolombia #weedspain #cannabis #cannabiscommunity #weedtray #grinder #rollingpaper #stashbox",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
49,factory directly wholesale. tel/whatsapp: +86 #disposablevape #vapedisposable #vapeworld #vapelyfe #vapecommunity #vape #vapelife #vapeshop #vapeindonesia #vapenation,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.7155918034488501,False
50,hqd cuvie box disposable vape device - pk warning: these products contain nicotine. no sales to under yrs old. #vapecommunity #vapeon #vapefam #vapelyfe #vapestagram #vapedaily #vapetricks #vaper #vapers #vapelove #vapeshop #vapepics,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
51,"big time legend! would love to own one! can i send me a sample to test ,,,",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.6963963260900671,False
52,"rt : although it's the last day, in order to see more of you sharing your opinions, i've decided to extend it to . come an",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.9148887243775357,False
53,rt : which color would you get? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3 o,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8910817695972452,True
54,im go to my nearest smokeshop and just flip out on em as if they the ones responsible for the treachery,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
55,always amazing colour #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburna3 #caliburnak3,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8758715495477826,False
56,"live your life well, what should come is on the way #tita x aio #veepon #titaxaio #vp60 #titaxrba #vapelife #vape #vapegear #vapeculture #pod #svapo #vapefashion #vapejapan #vaporwaves #vapevietnam #vapelove #vapeboy #vaperussia #ukvape #vapefamily #vapestore #vapefam",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.6964648917027707,False
57,rt : make it a tenet night #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburn #caliburntenet only,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,False
58,let's go with the tita x rba today #veepon #titaaio #vp60 #vaperev #vapelife #vape #vapegear #vapeculture #pod #svapo #vapefashion #vapejapan #vaporwaveaesthetic #vapevietnam #vapelove #vapeboy #vaperussia #ukvape #rba #vapestore #pulseaio #billetbox #borodevice,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
59,mathematix lava lamp pipe #smokeshop #sandiego #chulavista #southsandiego #smoke #cbd #thc,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.7155918034488501,False
60,"rt : try the screenshot, which one will you get as your christmas gift? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapef",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,False
61,rt : #crownm this new amazing technology is like a new incredible game being loaded. waiting for you to take on the challenge!,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.6991169813615165,False
62,onetime offer - off relx classic pod tropical fruit | mango &amp; relx classic pod mellow melody | honeydew check out our special offer quickly before it's gone #jucevape #relxinfinity #relxpod #vapeshop #infinitypods #vape #vapelife #vapecommunity,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
63,rt : a little magic goes a long way #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm onl,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7768882125813035,False
64,"rt : #giveaway #crownm the coil of crown has always been a classic for uwell. this time, we launched a new technology of one twi",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
65,rt : drink your water if your in atlanta stop by #thejuicyjoint #smokeshop,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.7615658282460009,False
66,"rt : #caliburntenetkoko various ways, multiple choices. randomly control the air intake, and choose your favorite taste! #cali",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.866787699428327,False
67,seeing bash smokeshop out of vapes and flavored blunts almost made me cry,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.9463270255215464,False
68,#lordofthehits #lordoftherings #lordoftheweed en high-way :20 smokeshop,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
69,rt : choose one? #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+).,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,True
70,ltimo stream del : hoy hay de todo! #matigeekup #geekup #mundogeekup #streamon #ciudadanmaladebuenosaires #magrioanimaciones #robosepu #pointandclick #aventuragrfica #semforoclimber #plataformeros #inside #twitch #twitchargentina #chau2022,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7210101677925521,False
71,rt : which one do you want to choose? #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburn #caliburnte,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,True
72,chillax % disposable vape - boxes warning: these products contain nicotine. no sales to under yrs old. #vapehooligans #vapesociety #vapefamily #vapefriends #vapor #instavape #eliquid #ejuice #ecig #vapestore #vapes #vaporizer,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
73,"introducing the all new medusa knockout air gram disposable including cdt (cannabis derived terpenes) as well as a blend of delta , thc-o, and thc-p #medusa #thco #delta8 #thcp #2gram #disposable #smokeshop",1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.6893776992891362,False
74,rt : amazing blue! #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+),0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8443600232846692,False
75,hqd vape -nita puffs whatsapp or wechat +86 #hqdvape##poland #polishgirl #polishboy #vapegirl #vapenation #vaper #vapeshop #vapecommunity #vapelife #vapedaily #vapeon #vapelove #vaping #handcheck #vapefam #likeforlikes,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.6837575091662538,False
76,rt : pick pick #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #crownm only for adults(21+). ht,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.9407758024578314,False
77,take a look at the whole colors of #voopoodoric20sekit~ built-in mah battery ml pod capacity colors .. stay tuned: &gt; #voopoo #doric20sepod #doric20sekit #voopoodoric20se #vapewholesale #vape #vapelife #vapenation #vapecommunity,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
78,"vape street maple ridge bc is the premier vape shop in the area. #vape, #vapeshop street unit , maple ridge, bc v2x p1 (604) -5570",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
79,"rt : life is like a bicycle. to keep your balance, you must keep moving. #uwell #uwelltech #caliburna #vapedaily #vapetime #vape",-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
80,"wow! the new crown m pod mod promises to cater to mtl, dtl and rdl vapers with different coil combinations, vw and airflow adjustment. interesting! our has more here #uwell #crownm #vape #ecigclick",0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.6992808985260494,False
81,"more and more countries and people highly recognized that health is most important thing in life. more and more countries, international tobacco groups, ngos take part in the #smokelessworld activity. hqd will join them too. #vapewholesale #vapeporn #vapebrand #vapecommunity",1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.6948462559482804,False
82,in stock alert high-grade jamaican leaf! : happy_lous #grabba #grabbaleaf #fronto #blunt #bluntwraps #smokeshop #highgradejaleaf #southflorida #pompanobeach,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
83,i'm already getting my custom hoodie and hat made from my guy thats makes dope merch for my smokeshop and i'm bringing an extra cap to give away to a visitor to cult booth.,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
84,star review from dylan: good vape cart #vape #vapelife #vapecommunity #vapestore #vapepenswholesale #vapeshop,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
85,rt : a winner is a dreamer who never gave up. #uwell #uwelltech #caliburn #vapedaily #vapetime #vapefam #vapelove #uwellcrown #c,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.8313608843381936,False
86,supreme prime disposable vape device - pk warning: these products contain nicotine. no sales to under yrs old. #vapestore #vapepics #vapesociety #vapes #vapeindonesia #vaporizer #ecig #vapefamily #vapemurah #vapeworld #vape #vapelife,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,True
87,rt : can we take a moment and appreciate these beautiful strains! #hitsngiggles #hitsandgiggles #smokeshop #vapeshop #vap,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7084542182352107,False
88,rt : gm host says going and o #geekfam #teamslate #bigkokz #4a4a #esports #web3g,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
89,collection x applejacks welcome to the cereal collection. limited edition collection #2010applejackscerealcommercial #cerealnmilk #dopeartist #lanaistraysnthingz #trixcereal #capncrunch #applejacks #explorepage #smokeshop #worldwidesmokeshop,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,False
90,up in smoke-ys #smokeys503inc #smokeshop #oregon #pnw #503 #salem smokey's gift shop,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
91,we got brandnewgrinders just in at palmassmokeshop6711 hollywood boulevard los angeles ca peace - #grinders #herbgrinders #rickandmorty #ricknmorty #palmassmokeshop #losangeles #hollywood #smokeaccessories #smokeproducts #smokeshop #420,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,1.0,False
92,rt : theres power in chaos and in symmetry #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vapelove #caliburn #cali,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,0.7732679882823277,False
93,hqd cuvie plus disposable vape device - pk warning: these products contain nicotine. no sales to under yrs old. #vapestore #vapepics #vapesociety #vapes #everythingvapes #vaporizer #ecig #vapefamily #vapemurah #vapeworld #vape #vapelife,-1,-1_vape_vapeshop_pod_vapestore,vape - vapeshop - pod - vapestore - vapelife - vapecommunity - old - warning - yrs - contain,0.0,True
94,selling puffs/cake bars and jeeters and edibles join telegram #smokeshop #carts #disposible #jeeter #puffbar #vape #telegram18 #forsale #california #edibles,1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.945749212040269,False
95,"rt : send for the dispensary, im ready to grab some fresh wax. and send for the smokeshop because i deserve a fresh, clean",1,1_smokeshop_vape_vapeshop_near,smokeshop - vape - vapeshop - near - disposable - im - smoke - vaporizer - hollywood - pipes,0.8592403554781186,False
96,rt : what do you do at night? these are the ones i would use. #uwell #uwelltech #caliburna #vapedaily #vapetime #vapefam #vape,0,0_rt_uwell_uwelltech_vapetime,rt - uwell - uwelltech - vapetime - vapelove - vapedaily - vapefam - caliburn - caliburna - caliburna3,1.0,False
