,Document,Topic,Name,Top_n_words,Probability,Representative_document
3732,four face cannabis charges #cannabis,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.54695683,FALSE
3808,"earlier, local law enforcement reported about detaining the locals possessing between and grams of cannabis on multiple occasions.",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.674795289,FALSE
3809,"rt : earlier, local law enforcement reported about detaining the locals possessing between and grams of cannabis on multipl",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.864677709,FALSE
3903,cinco detenidos y cerrado un local de fumadores de cannabis en la campana (sevilla) que venda incluso a menores,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.57342769,FALSE
3948,rt : a man from sheffield has been jailed for yrs for shooting himself and also a man who was protecting a cannabis facto,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.936210326,FALSE
3965,"three people, including a -year-old boy, have been arrested following a violent robbery in the cbd. the victim was a motorbike rider and was waiting at an intersection when he was attacked. news adelaide at pm | #7news",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4155,"#cannabis #marijuana #thc #cannabiscommunity san rafael police seize pounds of marijuana, loaded gun san rafael police have arrested a man on allegations of possessing more than pounds of marijuana and a loaded .38-caliber revolver. brandon joseph",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4237,where will webber buy his weed now ? four men were arrested following the discovery of a cannabis factory at the former royston hotel in euston road in great yarmouth.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4245,wilton cannabis factory discovery leads to three arrests,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4310,"male arrested in tenby yesterday evening, for providing a positive drug wipe for cannabis. the male declined to provide a blood sample at custody and was subsequently charged with failing to provide. he has been bailed to attend court in due course. #fatal5",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4440,rt : heres the evidence of the theft of the tank farmed cannabis while in transfer to it actually,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4448,cannabis and alleged drug dealing discovered in west bridgford house raid three men have been arrested after... read:,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4469,a pembroke man will go on trial accused of conspiring to supply cannabis.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4490,"gran cantidad de marihuana,municiones y granadas y individuos fueron detenidos por la en la comuna de #losvilos en el er plan cannabis en la provincia del choapa. ver video :",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.915460492,FALSE
4522,"rt : hello , anjali's friend nidhi was arrested in agra in december while smuggling of cannabis along with two persons.",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4523,rt : deceased anjali's friend nidhi was arrested in agra in december while smuggling of cannabis along with two persons. #ka,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4599,cops seize k of cannabis at glasgow house as three peoplecharged,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4631,rt : cannabis farms were found in bradford east in,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.546649992,FALSE
4789,police are investigating after a large cannabis factory was found in swindon. a man in his s is currently being questioned,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4797,rt : police raid cannabis farm on slpp mp's rented land,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4854,rt : garda attached to the westmeath divisional drugs unit have seized cannabis and following the search of a re,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4865,rt : -year-old pakistani national kidnapped in the jhb cbd on tuesday. kidnappers demanded r500 . police and private security,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4904,"a further search of the -year-olds flat in great northern road uncovered another loaded handgun as well as significant quantities of cocaine and cannabis, a stab vest, and a machete.",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
4979,police find cannabis farm on slpp mps land,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5044,rt : us man jailed over cannabis find at belfast city airport,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5068,three men have been jailed after police discovered thousands of pounds worth of cocaine and cannabis stashed in a tumble dryer.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5086,rt : a teenager was arrested after police found a quantity of cannabis in his possession. one o,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5120,ndlea arrests notorious physically challenged drug dealer with kgs of cannabis inedo,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5165,rt : ndlea arrests notorous physically challenged drg dealer with kgs of cannabis in edo an alleged notorous physically,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5171,rt : a raid was conducted in one building in jhb cbd. one guy reportedly swallowed drugs for fear of being caught. he died of,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5189,rt : jhb cbd where a tanzanian alleged drug dealer was allegedly killed by police,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.725164893,FALSE
5297,police destroy over $11m in cannabis and cocaine - nation news,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5298,#cannabis #marijuana #thc #cannabiscommunity two men shot dead while seated in car in durban cbd police are searching for two people who shot dead two men in durban on tuesday.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5312,"#cannabis #marijuana #thc #cannabiscommunity alleged straw owner of marijuana farm connected with quadruple murder arrested kingfisher, okla. (kfor) another arrest has been made surrounding the quadruple murder at a marijuana farm in",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.889392356,FALSE
5331,nigerian customs authorities seize nearly pounds of weed #cannabis,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.811235797,FALSE
5333,"on wednesday, /11/23, our narcotics bureau queens north executed a search warrant inside of -35 college point bvd in regard to illegal sales of cannabis and controlled substances. we recovered cannabis, psychedelic mushrooms (psylocibin) and $500 usc. perps were arrested.",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5362,"earlier today, police began filling skips with cannabis farm equipment taken from an abandoned aboyne hotel. officers raided the huntly arms hotel on monday morning. the venue has been watched over by police since then. full story: scott baxter",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5394,"police yesterday raided a home in hendon which contained a suspected cannabis firm, after receiving a tip off by locals.",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5406,customs intercepts cannabis worth n516m inlagos,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.807896226,FALSE
5454,"rt : ganja under burka: shabnam, madina, shahnaz and shabana arrested for smuggling cannabis inside jail under their islamic",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5506,(2/2) the search led to the officers finding a bag with a firearm that was determined to be stolen as well as ounces of cannabis packaged for sale. the occupant that was holding the bag was a -time convicted felon.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5547,"rt : ndlea storms edo forests, razes tons cannabis warehouses, arrests . seizes $269,000 fake dollars, nabs syndicat",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.884810732,FALSE
5549,"ndlea storms edo forests, razes tons cannabis warehouses, arrests ...seizes $269,000 fake dollars, nabs syndicate members in joint operation with efcc in lagos - prowlingeagles",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5558,"rt : ndlea, efcc destroy cannabis warehouses, seize fake $269,000 in edo, lagos",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.994217275,FALSE
5595,"rt : video: ndlea storms edo forests, razes tons of cannabis warehouses, arrests",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.726192192,FALSE
5600,"ndlea storms edo forests, razes -ton cannabis warehouses, arrests",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.821913776,FALSE
5606,"rt : shabnam, madina, shahnaz, and shabana arrested in #azamgarh (#uttarpradesh) for carrying cannabis under burqa for sup",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5625,"rt : samuel caldwell, st person charged with a #cannabis offense was arrested october , , day after the marijuana ta",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5674,rt : mr mistwah abdulnasir kassim was on the other hand charged with being in possession of one sachet of cannabis sativa with,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
5708,rt : the national drug law enforcement agency (ndlea) has destroyed warehouses and tents for storage of cannabis sativa also know,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.92869167,FALSE
5710,metamask hacked drained opensea wallet support help me nft spy password email contact fraud humongous extraordinary facilities vet shrooms weed can cannabis blazed gun,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.663908536,FALSE
5820,rt : it follows an operation in april where the nca uncovered a huge cannabis farm operating out of an industrial unit in glouc,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.546448774,FALSE
6011,montgomery county police host cannabis intoxication impaired driving lab | dc news now #cannabis,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.518388432,FALSE
6093,cannabis seized during searches in galway,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6209,#cannabis #marijuana #thc #cannabiscommunity close to a ton of marijuana uprooted from farms in kadavu close to a ton of marijuana that was uprooted from farms in kadavu were destroyed in accordance with approved court destruction orders. chief,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6243,"rt : there have been cannabis farms found by police in the small city of coventry (west midlands) so far this year, half",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6253,"#cbd gummies, beer are trashed as hong kong bans cannabis compound possession is ranked with heroin, cocaine as the financial center takes an unusual step in targeting a substance widely touted for its health benefits #weed #cannabis #publichealth #safety",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.568203579,FALSE
6260,"#cannabis #marijuana #thc #cannabiscommunity man arrested for possession of powder and crack cocaine, crystal meth, marijuana lagrange daily news man arrested for",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,TRUE
6321,"#cannabis #marijuana #thc #cannabiscommunity india news | assam rifles recovers marijuana worth rs lakh from karimganj karimganj (assam) [india], january (ani): assam rifles recovered marijuana worth rs lakh near rongpur",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6466,"#cannabis concord: eleven masked burglars made off with $200,000 of cannabis from thc oil processing center - silicon valley",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6580,two men due in court after police discover large #cannabis farm in co down. . two men due in lisburn magistrates' court on monday after discovery of cannabis farm in co down,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6581,suspect smuggled kg of cannabis to lagos from canada,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.884595588,FALSE
6599,rt : #cannabis #marijuana #thc #cannabiscommunity customs intercept marijuana worth n20.6m stomsthe nig,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.89954824,FALSE
6716,rt : graiseley neighbourhood have executed a drugs warrant in norfolk road #pennfields this morning at a cannabis factory o,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6719,a cannabis factory has been uncovered by police during a raid in wolverhampton.,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6778,police have uncovered an elaborate hydroponic cannabis crop at virginia. news adelaide at pm | #7news,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6801,rt : the narcotics control commission nacoc has seized and destroyed large quantity of cannabis weighing about tons intercepted,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6837,rt : gh50m worth of cannabis destroyed by nacoc #utvnews,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.870928577,FALSE
6842,nacoc destroys tonnes of cannabis valued at gh50 million - ghanaweb,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
6846,"#cannabis #marijuana #thc #cannabiscommunity man arrested: stolen cars, stolen guns, and + pounds of marijuana seized, south fulton police say wsb-tv channel south fulton, ga a man was arrested after south fulton police seized stolen vehicles,",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,TRUE
6852,suspects flee moments before police seize r2m drugs from durban cbd flat used as storage facility,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7021,rt : an internal investigation found that six officials of the oregon liquor and cannabis commission had diverted bottles of high-,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.605482291,FALSE
7070,"rt : church general overseer, theology student arrested over dubai-bound meth, skunk . as ndlea intercepts kgs cannabis",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7082,rt : #cannabiscommunity #marijuana #cannabis close to a ton of marijuana uprooted from farms in kadavu close to a ton of ma,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.70681497,FALSE
7087,"rt : ndlea arrests church general overseer, theology student, over dubai-bound meth, skunk intercepts kgs cannabis in",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7107,rt : smuggler caught including one woman and seized kg ganja (cannabis) worth rs.6.9 lakh at howarh railway station.... #operat,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.939319818,FALSE
7171,rt : #operationnarcos smuggler caught including one woman and seized kg ganja (cannabis) worth rs.6.9 lakh at howarh railway,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.883586744,FALSE
7191,"#cannabis #marijuana #thc #cannabiscommunity cafeteria worker accused of selling edible marijuana to student, arrested in tangipahoa parish kentwood - a cafeteria worker was arrested friday after allegedly selling drugs to a student at a",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7319,rt : #rpf dimapur seized a cache of brown sugar and cannabis worth over lakhs. we are working tirelessly to identify and elimi,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.899085754,FALSE
7328,"#cannabis #marijuana #thc #cannabiscommunity leavenworth man sentenced after bags of marijuana are found in vehicle kansas city, mo. (kctv) - a -year-old leavenworth, kansas, resident has been sentenced after the authorities found bags of marijuana",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.49229633,FALSE
7397,"rt : our response officers carried out a #warrant at a property in nuns way, #cambridge, where they seized cocaine and cannabis",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7721,two men charged over m cannabis seizure in south dublin,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
7740,"rt : successful afghan asylum seeker habib behsodi, was found guilty of smuggling people destined for cannabis farms. pol",2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,0.661746174,FALSE
7758,#tallaght man one of two men remanded in custody over m cannabis seizure,2,2_arrested_police_seized_man,arrested - police - seized - man - farm - marijuana - ndlea - two - worth - found,1,FALSE
